@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
701,'2017/03/27 17:20:28:171',5,0,0,0,0,0,0,0,?,?
702,'2017/03/27 17:20:28:187',5,0,0,0,0,0,0,0,?,?
703,'2017/03/27 17:20:28:209',5,0,0,0,0,0,0,0,?,?
704,'2017/03/27 17:20:28:231',5,0,0,0,0,0,0,0,?,?
705,'2017/03/27 17:20:28:247',5,0,0,0,0,0,0,0,?,?
706,'2017/03/27 17:20:28:269',5,0,0,0,0,0,0,0,?,?
707,'2017/03/27 17:20:28:293',5,0,0,0,0,0,0,0,?,?
708,'2017/03/27 17:20:28:308',5,0,0,0,0,0,0,0,?,?
709,'2017/03/27 17:20:28:330',5,0,0,0,0,0,0,0,?,?
710,'2017/03/27 17:20:28:351',5,0,0,0,0,0,0,0,?,?
711,'2017/03/27 17:20:28:366',5,0,0,0,0,0,0,0,?,?
712,'2017/03/27 17:20:28:389',5,0,0,0,0,0,0,0,?,?
713,'2017/03/27 17:20:28:412',5,0,0,0,0,0,0,0,?,?
714,'2017/03/27 17:20:28:427',5,0,0,0,0,0,0,0,?,?
715,'2017/03/27 17:20:28:449',5,0,0,0,0,0,0,0,?,?
716,'2017/03/27 17:20:28:472',5,0,0,0,0,0,0,0,?,?
717,'2017/03/27 17:20:28:495',5,0,0,0,0,0,0,0,?,?
718,'2017/03/27 17:20:28:509',5,0,0,0,0,0,0,0,?,?
719,'2017/03/27 17:20:28:532',5,0,0,0,0,0,0,0,?,?
720,'2017/03/27 17:20:28:546',5,0,0,0,0,0,0,0,?,?
721,'2017/03/27 17:20:28:570',5,0,0,0,0,0,0,0,?,?
722,'2017/03/27 17:20:28:592',5,0,0,0,0,0,0,0,?,?
723,'2017/03/27 17:20:28:606',5,0,0,0,0,0,0,0,?,?
724,'2017/03/27 17:20:28:630',5,0,0,0,0,0,0,0,?,?
725,'2017/03/27 17:20:28:652',5,0,0,0,0,0,0,0,?,?
726,'2017/03/27 17:20:28:666',5,0,0,0,0,0,0,0,?,?
727,'2017/03/27 17:20:28:690',5,0,0,0,0,0,0,0,?,?
728,'2017/03/27 17:20:28:712',5,0,0,0,0,0,0,0,?,?
729,'2017/03/27 17:20:28:726',5,0,0,0,0,0,0,0,?,?
730,'2017/03/27 17:20:28:750',5,0,0,0,0,0,0,0,?,?
731,'2017/03/27 17:20:28:772',5,0,0,0,0,0,0,0,?,?
732,'2017/03/27 17:20:28:786',5,0,0,0,0,0,0,0,?,?
733,'2017/03/27 17:20:28:809',5,0,0,0,0,0,0,0,?,?
734,'2017/03/27 17:20:28:832',5,0,0,0,0,0,0,0,?,?
735,'2017/03/27 17:20:28:846',5,0,0,0,0,0,0,0,?,?
736,'2017/03/27 17:20:28:870',5,0,0,0,0,0,0,0,?,?
737,'2017/03/27 17:20:28:892',5,0,0,0,0,0,0,0,?,?
738,'2017/03/27 17:20:28:913',5,0,0,0,0,0,0,0,?,?
739,'2017/03/27 17:20:28:930',5,0,0,0,0,0,0,0,?,?
740,'2017/03/27 17:22:13:366',6,0.073975,0.470886,-0.554993,-0.681763,-0.851978,-0.594331,1.642672,?,?
741,'2017/03/27 17:22:13:387',6,0.073792,0.470886,-0.55481,-0.681946,-0.851614,-0.594817,1.642201,?,?
742,'2017/03/27 17:22:13:403',6,0.073792,0.471191,-0.554443,-0.682068,-0.852146,-0.595524,1.641943,?,?
743,'2017/03/27 17:22:13:426',6,0.073792,0.471619,-0.553955,-0.682129,-0.852897,-0.596385,1.641655,?,?
744,'2017/03/27 17:22:13:447',6,0.073669,0.471863,-0.55365,-0.682251,-0.853151,-0.597145,1.641426,?,?
745,'2017/03/27 17:22:13:464',6,0.073547,0.472046,-0.553345,-0.682312,-0.85324,-0.597734,1.641065,?,?
746,'2017/03/27 17:22:13:486',6,0.073303,0.472168,-0.553162,-0.682434,-0.853104,-0.598435,1.640882,?,?
747,'2017/03/27 17:22:13:508',6,0.072998,0.472168,-0.55304,-0.682556,-0.852613,-0.599005,1.640583,?,?
748,'2017/03/27 17:22:13:523',6,0.072937,0.472412,-0.552856,-0.682617,-0.853036,-0.599592,1.640668,?,?
749,'2017/03/27 17:22:13:546',6,0.072754,0.472473,-0.552734,-0.682678,-0.852862,-0.60003,1.640504,?,?
750,'2017/03/27 17:22:13:569',6,0.072449,0.472351,-0.552734,-0.6828,-0.852145,-0.600376,1.64024,?,?
751,'2017/03/27 17:22:13:584',6,0.072449,0.47229,-0.552734,-0.6828,-0.851986,-0.600275,1.640101,?,?
752,'2017/03/27 17:22:13:606',6,0.072449,0.47229,-0.552734,-0.6828,-0.851986,-0.600275,1.640101,?,?
753,'2017/03/27 17:22:13:629',6,0.072266,0.472107,-0.552856,-0.682861,-0.85136,-0.600266,1.640006,?,?
754,'2017/03/27 17:22:13:644',6,0.072021,0.471863,-0.552979,-0.682922,-0.850493,-0.600238,1.639778,?,?
755,'2017/03/27 17:22:13:666',6,0.072021,0.47168,-0.553162,-0.682922,-0.850155,-0.599903,1.639831,?,?
756,'2017/03/27 17:22:13:689',6,0.071838,0.471375,-0.553284,-0.683044,-0.849219,-0.599761,1.639455,?,?
757,'2017/03/27 17:22:13:703',6,0.071838,0.471375,-0.553284,-0.683044,-0.849219,-0.599761,1.639455,?,?
758,'2017/03/27 17:22:13:726',6,0.071838,0.471375,-0.553284,-0.683044,-0.849219,-0.599761,1.639455,?,?
759,'2017/03/27 17:22:13:749',6,0.071838,0.471191,-0.553467,-0.683044,-0.848881,-0.599427,1.639509,?,?
760,'2017/03/27 17:22:13:763',6,0.071533,0.470703,-0.553711,-0.683228,-0.847404,-0.599194,1.639036,?,?
761,'2017/03/27 17:22:13:786',6,0.071411,0.470459,-0.553833,-0.683289,-0.846704,-0.599002,1.638801,?,?
762,'2017/03/27 17:22:13:809',6,0.071594,0.47052,-0.553894,-0.683167,-0.847143,-0.598708,1.639092,?,?
763,'2017/03/27 17:22:13:823',6,0.071472,0.470337,-0.554077,-0.683167,-0.84664,-0.598537,1.639157,?,?
764,'2017/03/27 17:22:13:846',6,0.071533,0.470337,-0.554199,-0.683044,-0.846801,-0.598295,1.639476,?,?
765,'2017/03/27 17:22:13:869',6,0.071533,0.470337,-0.554199,-0.683044,-0.846801,-0.598295,1.639476,?,?
766,'2017/03/27 17:22:13:883',6,0.071533,0.470337,-0.554199,-0.683044,-0.846801,-0.598295,1.639476,?,?
767,'2017/03/27 17:22:13:906',6,0.071533,0.470337,-0.554199,-0.683044,-0.846801,-0.598295,1.639476,?,?
768,'2017/03/27 17:22:13:929',6,0.071533,0.470337,-0.554199,-0.683044,-0.846801,-0.598295,1.639476,?,?
769,'2017/03/27 17:22:13:943',6,0.071472,0.47052,-0.554138,-0.682983,-0.847141,-0.598621,1.639744,?,?
770,'2017/03/27 17:22:13:966',6,0.071106,0.470581,-0.554016,-0.683044,-0.846718,-0.599304,1.639592,?,?
771,'2017/03/27 17:22:13:989',6,0.070984,0.470764,-0.553894,-0.683044,-0.846936,-0.599792,1.639703,?,?
772,'2017/03/27 17:22:14:010',6,0.070801,0.471008,-0.553772,-0.683044,-0.847231,-0.600463,1.639958,?,?
773,'2017/03/27 17:22:14:026',6,0.070618,0.471191,-0.553772,-0.682922,-0.847445,-0.600872,1.640399,?,?
774,'2017/03/27 17:22:14:049',6,0.070374,0.471375,-0.553711,-0.682861,-0.847538,-0.601444,1.640683,?,?
775,'2017/03/27 17:22:14:063',6,0.070129,0.471497,-0.55365,-0.682861,-0.84748,-0.601985,1.640823,?,?
776,'2017/03/27 17:22:14:086',6,0.069946,0.47168,-0.553528,-0.6828,-0.84761,-0.602485,1.640946,?,?
777,'2017/03/27 17:22:14:109',6,0.070007,0.471985,-0.553467,-0.682617,-0.848421,-0.602709,1.641496,?,?
778,'2017/03/27 17:22:14:130',6,0.069702,0.471985,-0.553528,-0.682678,-0.848062,-0.603179,1.641671,?,?
779,'2017/03/27 17:22:14:146',6,0.069702,0.471924,-0.553528,-0.682678,-0.847903,-0.603078,1.641532,?,?
780,'2017/03/27 17:22:14:169',6,0.069702,0.471924,-0.553589,-0.682678,-0.847949,-0.603068,1.641689,?,?
781,'2017/03/27 17:22:14:190',6,0.069702,0.471924,-0.553589,-0.682678,-0.847949,-0.603068,1.641689,?,?
782,'2017/03/27 17:22:14:206',6,0.069702,0.471924,-0.553589,-0.682678,-0.847949,-0.603068,1.641689,?,?
783,'2017/03/27 17:22:14:229',6,0.069946,0.472107,-0.553467,-0.682556,-0.848651,-0.602924,1.641784,?,?
784,'2017/03/27 17:22:14:250',6,0.069946,0.472168,-0.553467,-0.682556,-0.84881,-0.603025,1.641923,?,?
785,'2017/03/27 17:22:14:266',6,0.069946,0.472107,-0.553467,-0.682556,-0.848651,-0.602924,1.641784,?,?
786,'2017/03/27 17:22:14:289',6,0.070068,0.472351,-0.553406,-0.682495,-0.849399,-0.603105,1.642179,?,?
787,'2017/03/27 17:22:14:310',6,0.070068,0.472351,-0.553406,-0.682434,-0.849392,-0.603035,1.642185,?,?
788,'2017/03/27 17:22:14:326',6,0.070068,0.472351,-0.553406,-0.682495,-0.849399,-0.603105,1.642179,?,?
789,'2017/03/27 17:22:14:349',6,0.070068,0.472351,-0.553406,-0.682434,-0.849392,-0.603035,1.642185,?,?
790,'2017/03/27 17:22:14:370',6,0.070068,0.472351,-0.553406,-0.682434,-0.849392,-0.603035,1.642185,?,?
791,'2017/03/27 17:22:14:386',6,0.070068,0.472351,-0.553406,-0.682434,-0.849392,-0.603035,1.642185,?,?
792,'2017/03/27 17:22:14:409',6,0.070068,0.472351,-0.553406,-0.682495,-0.849399,-0.603105,1.642179,?,?
793,'2017/03/27 17:22:14:430',6,0.070129,0.47229,-0.553589,-0.682373,-0.849447,-0.60275,1.642516,?,?
794,'2017/03/27 17:22:14:446',6,0.070129,0.472168,-0.553711,-0.682312,-0.849214,-0.602457,1.642557,?,?
795,'2017/03/27 17:22:14:469',6,0.070068,0.472107,-0.553833,-0.682312,-0.849065,-0.602418,1.642736,?,?
796,'2017/03/27 17:22:14:490',6,0.070068,0.472107,-0.553833,-0.682312,-0.849065,-0.602418,1.642736,?,?
797,'2017/03/27 17:22:14:506',6,0.070007,0.472107,-0.553833,-0.682312,-0.848983,-0.6025,1.642741,?,?
798,'2017/03/27 17:22:14:529',6,0.070007,0.472107,-0.553833,-0.682312,-0.848983,-0.6025,1.642741,?,?
799,'2017/03/27 17:22:14:551',6,0.070068,0.472229,-0.55365,-0.682373,-0.849252,-0.602721,1.642539,?,?
800,'2017/03/27 17:22:14:566',6,0.070129,0.47229,-0.553528,-0.682434,-0.849408,-0.602831,1.642354,?,?
801,'2017/03/27 17:22:14:588',6,0.070068,0.472229,-0.553528,-0.682434,-0.849166,-0.602812,1.64222,?,?
802,'2017/03/27 17:22:14:611',6,0.070068,0.472229,-0.553345,-0.682556,-0.849041,-0.602983,1.641739,?,?
803,'2017/03/27 17:22:14:625',6,0.069885,0.472229,-0.553101,-0.6828,-0.848636,-0.60355,1.641105,?,?
804,'2017/03/27 17:22:14:649',6,0.070007,0.47229,-0.552856,-0.682983,-0.848796,-0.603739,1.640591,?,?
805,'2017/03/27 17:22:14:654',6,0.07019,0.472473,-0.552551,-0.683105,-0.849304,-0.603989,1.6402,?,?
806,'2017/03/27 17:22:14:677',6,0.070313,0.472534,-0.552246,-0.683228,-0.849411,-0.604119,1.639535,?,?
807,'2017/03/27 17:22:14:693',6,0.070251,0.472534,-0.551941,-0.683533,-0.849131,-0.604603,1.63873,?,?
808,'2017/03/27 17:22:14:714',6,0.070435,0.472595,-0.551697,-0.683655,-0.849367,-0.604641,1.638218,?,?
809,'2017/03/27 17:22:14:737',6,0.070496,0.472656,-0.551453,-0.683777,-0.849438,-0.604843,1.637715,?,?
810,'2017/03/27 17:22:14:752',6,0.070496,0.472656,-0.551514,-0.683777,-0.849484,-0.604832,1.637872,?,?
811,'2017/03/27 17:22:14:774',6,0.070557,0.472656,-0.551514,-0.683777,-0.849567,-0.604751,1.637867,?,?
812,'2017/03/27 17:22:14:797',6,0.070679,0.472473,-0.551697,-0.683716,-0.849386,-0.604181,1.637915,?,?
813,'2017/03/27 17:22:14:813',6,0.070984,0.472473,-0.55188,-0.683533,-0.849918,-0.60353,1.638377,?,?
814,'2017/03/27 17:22:14:834',6,0.070984,0.472473,-0.55188,-0.683533,-0.849918,-0.60353,1.638377,?,?
815,'2017/03/27 17:22:14:857',6,0.071167,0.472351,-0.552063,-0.683472,-0.849979,-0.60298,1.63856,?,?
816,'2017/03/27 17:22:14:872',6,0.071167,0.472351,-0.552063,-0.683472,-0.849979,-0.60298,1.63856,?,?
817,'2017/03/27 17:22:14:894',6,0.071045,0.472107,-0.552246,-0.683472,-0.849316,-0.602707,1.638483,?,?
818,'2017/03/27 17:22:14:917',6,0.071045,0.472107,-0.552246,-0.683472,-0.849316,-0.602707,1.638483,?,?
819,'2017/03/27 17:22:14:932',6,0.071045,0.472107,-0.552246,-0.683472,-0.849316,-0.602707,1.638483,?,?
820,'2017/03/27 17:22:14:954',6,0.071045,0.472107,-0.552246,-0.683472,-0.849316,-0.602707,1.638483,?,?
821,'2017/03/27 17:22:14:977',6,0.071045,0.472107,-0.552246,-0.683472,-0.849316,-0.602707,1.638483,?,?
822,'2017/03/27 17:22:14:992',6,0.071045,0.472046,-0.552246,-0.683472,-0.849157,-0.602606,1.638344,?,?
823,'2017/03/27 17:22:15:014',6,0.070984,0.472046,-0.552246,-0.683533,-0.849081,-0.602758,1.638343,?,?
824,'2017/03/27 17:22:15:037',6,0.070984,0.472046,-0.552246,-0.683472,-0.849074,-0.602688,1.638349,?,?
825,'2017/03/27 17:22:15:052',6,0.070984,0.472046,-0.552246,-0.683533,-0.849081,-0.602758,1.638343,?,?
826,'2017/03/27 17:22:15:075',6,0.070984,0.472046,-0.552246,-0.683533,-0.849081,-0.602758,1.638343,?,?
827,'2017/03/27 17:22:15:097',6,0.070984,0.472046,-0.552246,-0.683533,-0.849081,-0.602758,1.638343,?,?
828,'2017/03/27 17:22:15:113',6,0.070801,0.472046,-0.552124,-0.683655,-0.848754,-0.603164,1.638033,?,?
829,'2017/03/27 17:22:15:134',6,0.070679,0.472168,-0.55188,-0.683777,-0.848736,-0.603713,1.637684,?,?
830,'2017/03/27 17:22:15:157',6,0.070496,0.472229,-0.551697,-0.683899,-0.848522,-0.604231,1.637356,?,?
831,'2017/03/27 17:22:15:173',6,0.070496,0.472229,-0.551697,-0.683899,-0.848522,-0.604231,1.637356,?,?
832,'2017/03/27 17:22:15:194',6,0.070496,0.472229,-0.551697,-0.683899,-0.848522,-0.604231,1.637356,?,?
833,'2017/03/27 17:22:15:217',6,0.070435,0.472229,-0.551697,-0.683899,-0.848439,-0.604313,1.637361,?,?
834,'2017/03/27 17:22:15:233',6,0.070435,0.472229,-0.551697,-0.683899,-0.848439,-0.604313,1.637361,?,?
835,'2017/03/27 17:22:15:254',6,0.070435,0.472168,-0.551697,-0.68396,-0.848287,-0.604281,1.637216,?,?
836,'2017/03/27 17:22:15:277',6,0.070435,0.472168,-0.551697,-0.68396,-0.848287,-0.604281,1.637216,?,?
837,'2017/03/27 17:22:15:293',6,0.070557,0.472229,-0.551514,-0.684021,-0.848479,-0.604321,1.636871,?,?
838,'2017/03/27 17:22:15:314',6,0.070557,0.472229,-0.551514,-0.684021,-0.848479,-0.604321,1.636871,?,?
839,'2017/03/27 17:22:15:337',6,0.070557,0.472229,-0.551514,-0.684021,-0.848479,-0.604321,1.636871,?,?
840,'2017/03/27 17:22:15:353',6,0.070557,0.472229,-0.551514,-0.684021,-0.848479,-0.604321,1.636871,?,?
841,'2017/03/27 17:22:15:374',6,0.070557,0.472229,-0.551514,-0.684021,-0.848479,-0.604321,1.636871,?,?
842,'2017/03/27 17:22:15:397',6,0.070557,0.472229,-0.551514,-0.684021,-0.848479,-0.604321,1.636871,?,?
843,'2017/03/27 17:22:15:414',6,0.070496,0.472229,-0.551514,-0.684021,-0.848397,-0.604403,1.636876,?,?
844,'2017/03/27 17:22:15:434',6,0.070557,0.472229,-0.551514,-0.684021,-0.848479,-0.604321,1.636871,?,?
845,'2017/03/27 17:22:15:457',6,0.070557,0.472229,-0.551514,-0.684021,-0.848479,-0.604321,1.636871,?,?
846,'2017/03/27 17:22:15:475',6,0.070496,0.472168,-0.551514,-0.684082,-0.848244,-0.604371,1.636731,?,?
847,'2017/03/27 17:22:15:494',6,0.070496,0.472229,-0.551514,-0.684082,-0.848403,-0.604473,1.63687,?,?
848,'2017/03/27 17:22:15:517',6,0.070129,0.472168,-0.551453,-0.684204,-0.847715,-0.605013,1.636592,?,?
849,'2017/03/27 17:22:15:534',6,0.069702,0.471985,-0.551331,-0.684448,-0.846592,-0.605582,1.635871,?,?
850,'2017/03/27 17:22:15:554',6,0.069641,0.471985,-0.55127,-0.684448,-0.846463,-0.605674,1.635719,?,?
851,'2017/03/27 17:22:15:577',6,0.069641,0.472107,-0.551025,-0.68457,-0.846609,-0.606059,1.63536,?,?
852,'2017/03/27 17:22:21:412',7,0.196045,0.068359,-0.665527,-0.71698,-0.386713,0.163651,1.464385,?,?
853,'2017/03/27 17:22:21:435',7,0.195984,0.068115,-0.665833,-0.716736,-0.386232,0.164079,1.465137,?,?
854,'2017/03/27 17:22:21:449',7,0.195679,0.067566,-0.666138,-0.716553,-0.384957,0.164611,1.4658,?,?
855,'2017/03/27 17:22:21:472',7,0.195435,0.067017,-0.666504,-0.716309,-0.383768,0.165258,1.46663,?,?
856,'2017/03/27 17:22:21:498',7,0.19519,0.066467,-0.666931,-0.716125,-0.382609,0.16592,1.467644,?,?
857,'2017/03/27 17:22:21:510',7,0.195068,0.066223,-0.667175,-0.715881,-0.382019,0.166238,1.468226,?,?
858,'2017/03/27 17:22:21:532',7,0.195068,0.066162,-0.667358,-0.715759,-0.381914,0.166416,1.468711,?,?
859,'2017/03/27 17:22:21:554',7,0.195129,0.066162,-0.667358,-0.715698,-0.381992,0.166507,1.468703,?,?
860,'2017/03/27 17:22:21:570',7,0.195068,0.066284,-0.667297,-0.71582,-0.382094,0.166206,1.468583,?,?
861,'2017/03/27 17:22:21:592',7,0.194946,0.066711,-0.667236,-0.71582,-0.382465,0.165397,1.46854,?,?
862,'2017/03/27 17:22:21:614',7,0.194885,0.067261,-0.667236,-0.71582,-0.38311,0.164517,1.46871,?,?
863,'2017/03/27 17:22:21:629',7,0.194519,0.067383,-0.667236,-0.715881,-0.382697,0.163836,1.468751,?,?
864,'2017/03/27 17:22:21:652',7,0.194092,0.067444,-0.667297,-0.715942,-0.382109,0.163185,1.468946,?,?
865,'2017/03/27 17:22:21:674',7,0.19397,0.067993,-0.667297,-0.715881,-0.382632,0.162232,1.469108,?,?
866,'2017/03/27 17:22:21:689',7,0.193787,0.068359,-0.667358,-0.715881,-0.382837,0.161477,1.469393,?,?
867,'2017/03/27 17:22:21:713',7,0.193542,0.06842,-0.667419,-0.715881,-0.382528,0.161082,1.469583,?,?
868,'2017/03/27 17:22:21:734',7,0.193481,0.068726,-0.66748,-0.715759,-0.382806,0.160598,1.469835,?,?
869,'2017/03/27 17:22:21:750',7,0.193481,0.068787,-0.66748,-0.715759,-0.382889,0.160509,1.469854,?,?
870,'2017/03/27 17:22:21:772',7,0.19342,0.068726,-0.66748,-0.71582,-0.382728,0.160507,1.469842,?,?
871,'2017/03/27 17:22:21:794',7,0.19342,0.068726,-0.66748,-0.71582,-0.382728,0.160507,1.469842,?,?
872,'2017/03/27 17:22:21:812',7,0.19342,0.068787,-0.66748,-0.71582,-0.382811,0.160418,1.469861,?,?
873,'2017/03/27 17:22:21:832',7,0.193237,0.068665,-0.667419,-0.715942,-0.382382,0.160307,1.469664,?,?
874,'2017/03/27 17:22:21:854',7,0.193176,0.068604,-0.667419,-0.715942,-0.382199,0.160313,1.469644,?,?
875,'2017/03/27 17:22:21:870',7,0.19342,0.068848,-0.66748,-0.71582,-0.382894,0.16033,1.469881,?,?
876,'2017/03/27 17:22:21:892',7,0.193481,0.068848,-0.66748,-0.71582,-0.382994,0.160412,1.469882,?,?
877,'2017/03/27 17:22:21:914',7,0.193176,0.06842,-0.667419,-0.715942,-0.38195,0.160578,1.469586,?,?
878,'2017/03/27 17:22:21:938',7,0.193115,0.06842,-0.667419,-0.715942,-0.38185,0.160496,1.469585,?,?
879,'2017/03/27 17:22:21:952',7,0.193115,0.06842,-0.667419,-0.715942,-0.38185,0.160496,1.469585,?,?
880,'2017/03/27 17:22:21:974',7,0.192993,0.068298,-0.667419,-0.716064,-0.381529,0.160491,1.469561,?,?
881,'2017/03/27 17:22:21:991',7,0.192688,0.067932,-0.66748,-0.716125,-0.380562,0.160625,1.469624,?,?
882,'2017/03/27 17:22:22:012',7,0.192627,0.067932,-0.66748,-0.716125,-0.380462,0.160542,1.469623,?,?
883,'2017/03/27 17:22:22:042',7,0.192688,0.067932,-0.66748,-0.716125,-0.380562,0.160625,1.469624,?,?
884,'2017/03/27 17:22:22:050',7,0.192688,0.067932,-0.66748,-0.716125,-0.380562,0.160625,1.469624,?,?
885,'2017/03/27 17:22:22:072',7,0.192627,0.067932,-0.66748,-0.716125,-0.380462,0.160542,1.469623,?,?
886,'2017/03/27 17:22:22:094',7,0.192627,0.067932,-0.66748,-0.716125,-0.380462,0.160542,1.469623,?,?
887,'2017/03/27 17:22:22:112',7,0.192627,0.067932,-0.66748,-0.716125,-0.380462,0.160542,1.469623,?,?
888,'2017/03/27 17:22:22:132',7,0.192566,0.067932,-0.66748,-0.716125,-0.380362,0.16046,1.469622,?,?
889,'2017/03/27 17:22:22:154',7,0.192566,0.068176,-0.667542,-0.716064,-0.380679,0.160138,1.469863,?,?
890,'2017/03/27 17:22:22:172',7,0.192566,0.068237,-0.667542,-0.716064,-0.380762,0.160049,1.469882,?,?
891,'2017/03/27 17:22:22:192',7,0.192505,0.068176,-0.667542,-0.716064,-0.380579,0.160055,1.469862,?,?
892,'2017/03/27 17:22:22:214',7,0.192505,0.068237,-0.667542,-0.716064,-0.380662,0.159967,1.469882,?,?
893,'2017/03/27 17:22:22:232',7,0.192505,0.068237,-0.667542,-0.716064,-0.380662,0.159967,1.469882,?,?
894,'2017/03/27 17:22:22:252',7,0.192261,0.068054,-0.667419,-0.716248,-0.380065,0.159829,1.469499,?,?
895,'2017/03/27 17:22:22:274',7,0.192261,0.068054,-0.667419,-0.716248,-0.380065,0.159829,1.469499,?,?
896,'2017/03/27 17:22:22:292',7,0.192261,0.068054,-0.667419,-0.716248,-0.380065,0.159829,1.469499,?,?
897,'2017/03/27 17:22:22:312',7,0.1922,0.068054,-0.66748,-0.716248,-0.379973,0.159771,1.469672,?,?
898,'2017/03/27 17:22:22:334',7,0.192261,0.068054,-0.667419,-0.716248,-0.380065,0.159829,1.469499,?,?
899,'2017/03/27 17:22:22:352',7,0.192078,0.067993,-0.667236,-0.716492,-0.379747,0.159566,1.468992,?,?
900,'2017/03/27 17:22:22:372',7,0.191956,0.067932,-0.666992,-0.716736,-0.379521,0.159361,1.468312,?,?
901,'2017/03/27 17:22:22:394',7,0.192017,0.068237,-0.666809,-0.716858,-0.380056,0.158912,1.467906,?,?
902,'2017/03/27 17:22:22:412',7,0.191895,0.068359,-0.666748,-0.71698,-0.380058,0.158529,1.467787,?,?
903,'2017/03/27 17:22:22:432',7,0.191895,0.068359,-0.666748,-0.71698,-0.380058,0.158529,1.467787,?,?
904,'2017/03/27 17:22:22:454',7,0.191895,0.068359,-0.666748,-0.71698,-0.380058,0.158529,1.467787,?,?
905,'2017/03/27 17:22:22:472',7,0.191833,0.068298,-0.666748,-0.71698,-0.379875,0.158535,1.467767,?,?
906,'2017/03/27 17:22:22:492',7,0.191895,0.068665,-0.666626,-0.717041,-0.380478,0.15803,1.467546,?,?
907,'2017/03/27 17:22:22:514',7,0.191895,0.068665,-0.666626,-0.717041,-0.380478,0.15803,1.467546,?,?
908,'2017/03/27 17:22:22:537',7,0.191895,0.068604,-0.666626,-0.717041,-0.380396,0.158119,1.467527,?,?
909,'2017/03/27 17:22:22:552',7,0.191895,0.068665,-0.666626,-0.717041,-0.380478,0.15803,1.467546,?,?
910,'2017/03/27 17:22:22:574',7,0.191895,0.068665,-0.666626,-0.717041,-0.380478,0.15803,1.467546,?,?
911,'2017/03/27 17:22:22:593',7,0.191895,0.068665,-0.666626,-0.717041,-0.380478,0.15803,1.467546,?,?
912,'2017/03/27 17:22:22:612',7,0.191833,0.068665,-0.666626,-0.717041,-0.380379,0.157948,1.467545,?,?
913,'2017/03/27 17:22:22:634',7,0.191833,0.068665,-0.666626,-0.717041,-0.380379,0.157948,1.467545,?,?
914,'2017/03/27 17:22:22:652',7,0.191772,0.068542,-0.666504,-0.717163,-0.380141,0.157978,1.467176,?,?
915,'2017/03/27 17:22:22:672',7,0.191711,0.068542,-0.666565,-0.717163,-0.380049,0.15792,1.467349,?,?
916,'2017/03/27 17:22:22:694',7,0.191956,0.068665,-0.666626,-0.717041,-0.380578,0.158112,1.467547,?,?
917,'2017/03/27 17:22:22:712',7,0.192017,0.068726,-0.666626,-0.717041,-0.380761,0.158106,1.467567,?,?
918,'2017/03/27 17:22:22:733',7,0.191711,0.068176,-0.666748,-0.717041,-0.379532,0.158539,1.467735,?,?
919,'2017/03/27 17:22:22:754',7,0.191406,0.067871,-0.66687,-0.71698,-0.378612,0.158626,1.467973,?,?
920,'2017/03/27 17:22:22:772',7,0.191284,0.06781,-0.666931,-0.71698,-0.378338,0.158574,1.468125,?,?
921,'2017/03/27 17:22:22:793',7,0.190674,0.0672,-0.667053,-0.717102,-0.376571,0.158666,1.468289,?,?
922,'2017/03/27 17:22:22:814',7,0.190186,0.066772,-0.667236,-0.717102,-0.375216,0.158697,1.46867,?,?
923,'2017/03/27 17:22:22:832',7,0.190186,0.066772,-0.667236,-0.717102,-0.375216,0.158697,1.46867,?,?
924,'2017/03/27 17:22:22:855',7,0.190002,0.066528,-0.667236,-0.717224,-0.37463,0.158788,1.468609,?,?
925,'2017/03/27 17:22:22:875',7,0.189941,0.066467,-0.667236,-0.717224,-0.374447,0.158794,1.46859,?,?
926,'2017/03/27 17:22:22:892',7,0.18988,0.066528,-0.667358,-0.717102,-0.374402,0.158686,1.468937,?,?
927,'2017/03/27 17:22:22:913',7,0.190186,0.066833,-0.667297,-0.717041,-0.375285,0.15864,1.468853,?,?
928,'2017/03/27 17:22:22:935',7,0.190002,0.066772,-0.667236,-0.717163,-0.374939,0.158442,1.468676,?,?
929,'2017/03/27 17:22:22:952',7,0.189636,0.06665,-0.667053,-0.717407,-0.37424,0.158021,1.468148,?,?
930,'2017/03/27 17:22:22:973',7,0.189697,0.067017,-0.66687,-0.717529,-0.374857,0.157484,1.467759,?,?
931,'2017/03/27 17:22:22:995',7,0.190002,0.067627,-0.666626,-0.717651,-0.376196,0.156899,1.467278,?,?
932,'2017/03/27 17:22:23:012',7,0.189941,0.067749,-0.666504,-0.717773,-0.37629,0.156575,1.466986,?,?
933,'2017/03/27 17:22:23:033',7,0.18988,0.067871,-0.666321,-0.717896,-0.376376,0.156229,1.466521,?,?
934,'2017/03/27 17:22:23:055',7,0.190063,0.068237,-0.666138,-0.718018,-0.377192,0.155856,1.466137,?,?
935,'2017/03/27 17:22:23:072',7,0.190186,0.068542,-0.666016,-0.718079,-0.377811,0.155521,1.465898,?,?
