@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
338,'2017/03/27 17:20:11:550',4,0,0,0,0,0,0,0,?,?
339,'2017/03/27 17:20:11:569',4,0,0,0,0,0,0,0,?,?
340,'2017/03/27 17:20:11:588',4,0,0,0,0,0,0,0,?,?
341,'2017/03/27 17:20:11:606',4,0,0,0,0,0,0,0,?,?
342,'2017/03/27 17:20:11:627',4,0,0,0,0,0,0,0,?,?
343,'2017/03/27 17:20:11:648',4,0,0,0,0,0,0,0,?,?
344,'2017/03/27 17:20:11:665',4,0,0,0,0,0,0,0,?,?
345,'2017/03/27 17:20:11:695',4,0,0,0,0,0,0,0,?,?
346,'2017/03/27 17:20:11:707',4,0,0,0,0,0,0,0,?,?
347,'2017/03/27 17:20:11:725',4,0,0,0,0,0,0,0,?,?
348,'2017/03/27 17:20:11:747',4,0,0,0,0,0,0,0,?,?
349,'2017/03/27 17:20:11:769',4,0,0,0,0,0,0,0,?,?
350,'2017/03/27 17:20:11:785',4,0,0,0,0,0,0,0,?,?
351,'2017/03/27 17:20:11:807',4,0,0,0,0,0,0,0,?,?
352,'2017/03/27 17:20:11:836',4,0,0,0,0,0,0,0,?,?
353,'2017/03/27 17:20:11:846',4,0,0,0,0,0,0,0,?,?
354,'2017/03/27 17:20:11:868',4,0,0,0,0,0,0,0,?,?
355,'2017/03/27 17:20:11:895',4,0,0,0,0,0,0,0,?,?
356,'2017/03/27 17:20:11:905',4,0,0,0,0,0,0,0,?,?
357,'2017/03/27 17:20:11:927',4,0,0,0,0,0,0,0,?,?
358,'2017/03/27 17:20:11:949',4,0,0,0,0,0,0,0,?,?
359,'2017/03/27 17:20:11:966',4,0,0,0,0,0,0,0,?,?
360,'2017/03/27 17:20:11:988',4,0,0,0,0,0,0,0,?,?
361,'2017/03/27 17:20:12:009',4,0,0,0,0,0,0,0,?,?
362,'2017/03/27 17:20:12:031',4,0,0,0,0,0,0,0,?,?
363,'2017/03/27 17:20:12:047',4,0,0,0,0,0,0,0,?,?
364,'2017/03/27 17:20:12:075',4,0,0,0,0,0,0,0,?,?
365,'2017/03/27 17:20:12:087',4,0,0,0,0,0,0,0,?,?
366,'2017/03/27 17:20:12:108',4,0,0,0,0,0,0,0,?,?
367,'2017/03/27 17:20:12:130',4,0,0,0,0,0,0,0,?,?
368,'2017/03/27 17:20:12:145',4,0,0,0,0,0,0,0,?,?
369,'2017/03/27 17:20:12:169',4,0,0,0,0,0,0,0,?,?
370,'2017/03/27 17:20:12:189',4,0,0,0,0,0,0,0,?,?
371,'2017/03/27 17:20:12:205',4,0,0,0,0,0,0,0,?,?
372,'2017/03/27 17:20:12:227',4,0,0,0,0,0,0,0,?,?
373,'2017/03/27 17:20:12:251',4,0,0,0,0,0,0,0,?,?
374,'2017/03/27 17:20:12:266',4,0,0,0,0,0,0,0,?,?
375,'2017/03/27 17:20:12:292',4,0,0,0,0,0,0,0,?,?
376,'2017/03/27 17:20:12:310',4,0,0,0,0,0,0,0,?,?
377,'2017/03/27 17:20:12:325',4,0,0,0,0,0,0,0,?,?
378,'2017/03/27 17:20:12:362',4,0,0,0,0,0,0,0,?,?
379,'2017/03/27 17:20:12:370',4,0,0,0,0,0,0,0,?,?
380,'2017/03/27 17:20:12:391',4,0,0,0,0,0,0,0,?,?
381,'2017/03/27 17:20:12:407',4,0,0,0,0,0,0,0,?,?
382,'2017/03/27 17:20:12:429',4,0,0,0,0,0,0,0,?,?
383,'2017/03/27 17:20:12:451',4,0,0,0,0,0,0,0,?,?
384,'2017/03/27 17:20:12:467',4,0,0,0,0,0,0,0,?,?
385,'2017/03/27 17:20:12:490',4,0,0,0,0,0,0,0,?,?
386,'2017/03/27 17:20:12:503',4,0,0,0,0,0,0,0,?,?
387,'2017/03/27 17:20:12:527',4,0,0,0,0,0,0,0,?,?
388,'2017/03/27 17:20:12:550',4,0,0,0,0,0,0,0,?,?
389,'2017/03/27 17:20:12:564',4,0,0,0,0,0,0,0,?,?
390,'2017/03/27 17:20:12:588',4,0,0,0,0,0,0,0,?,?
391,'2017/03/27 17:20:12:610',4,0,0,0,0,0,0,0,?,?
392,'2017/03/27 17:20:12:636',4,0,0,0,0,0,0,0,?,?
393,'2017/03/27 17:20:12:647',4,0,0,0,0,0,0,0,?,?
394,'2017/03/27 17:20:12:670',4,0,0,0,0,0,0,0,?,?
395,'2017/03/27 17:20:12:684',4,0,0,0,0,0,0,0,?,?
396,'2017/03/27 17:20:12:707',4,0,0,0,0,0,0,0,?,?
397,'2017/03/27 17:20:12:729',4,0,0,0,0,0,0,0,?,?
398,'2017/03/27 17:20:12:751',4,0,0,0,0,0,0,0,?,?
399,'2017/03/27 17:20:12:767',4,0,0,0,0,0,0,0,?,?
400,'2017/03/27 17:20:12:789',4,0,0,0,0,0,0,0,?,?
401,'2017/03/27 17:20:12:811',4,0,0,0,0,0,0,0,?,?
402,'2017/03/27 17:20:12:827',4,0,0,0,0,0,0,0,?,?
403,'2017/03/27 17:20:12:849',4,0,0,0,0,0,0,0,?,?
404,'2017/03/27 17:20:12:871',4,0,0,0,0,0,0,0,?,?
405,'2017/03/27 17:20:12:887',4,0,0,0,0,0,0,0,?,?
406,'2017/03/27 17:20:12:910',4,0,0,0,0,0,0,0,?,?
407,'2017/03/27 17:20:12:931',4,0,0,0,0,0,0,0,?,?
408,'2017/03/27 17:20:12:947',4,0,0,0,0,0,0,0,?,?
409,'2017/03/27 17:20:12:969',4,0,0,0,0,0,0,0,?,?
410,'2017/03/27 17:20:12:991',4,0,0,0,0,0,0,0,?,?
411,'2017/03/27 17:20:13:007',4,0,0,0,0,0,0,0,?,?
412,'2017/03/27 17:20:13:030',4,0,0,0,0,0,0,0,?,?
413,'2017/03/27 17:20:13:051',4,0,0,0,0,0,0,0,?,?
414,'2017/03/27 17:20:13:067',4,0,0,0,0,0,0,0,?,?
415,'2017/03/27 17:20:13:089',4,0,0,0,0,0,0,0,?,?
416,'2017/03/27 17:20:13:111',4,0,0,0,0,0,0,0,?,?
417,'2017/03/27 17:20:13:127',4,0,0,0,0,0,0,0,?,?
418,'2017/03/27 17:20:13:149',4,0,0,0,0,0,0,0,?,?
419,'2017/03/27 17:20:13:187',4,0,0,0,0,0,0,0,?,?
420,'2017/03/27 17:20:13:195',4,0,0,0,0,0,0,0,?,?
421,'2017/03/27 17:20:13:209',4,0,0,0,0,0,0,0,?,?
422,'2017/03/27 17:20:13:232',4,0,0,0,0,0,0,0,?,?
423,'2017/03/27 17:20:13:247',4,0,0,0,0,0,0,0,?,?
424,'2017/03/27 17:20:13:270',4,0,0,0,0,0,0,0,?,?
425,'2017/03/27 17:20:13:292',4,0,0,0,0,0,0,0,?,?
426,'2017/03/27 17:20:13:307',4,0,0,0,0,0,0,0,?,?
427,'2017/03/27 17:20:13:330',4,0,0,0,0,0,0,0,?,?
428,'2017/03/27 17:20:13:353',4,0,0,0,0,0,0,0,?,?
429,'2017/03/27 17:20:13:366',4,0,0,0,0,0,0,0,?,?
430,'2017/03/27 17:20:13:389',4,0,0,0,0,0,0,0,?,?
431,'2017/03/27 17:20:13:412',4,0,0,0,0,0,0,0,?,?
432,'2017/03/27 17:20:13:426',4,0,0,0,0,0,0,0,?,?
433,'2017/03/27 17:20:13:449',4,0,0,0,0,0,0,0,?,?
434,'2017/03/27 17:20:13:472',4,0,0,0,0,0,0,0,?,?
435,'2017/03/27 17:20:13:486',4,0,0,0,0,0,0,0,?,?
436,'2017/03/27 17:20:13:517',4,0,0,0,0,0,0,0,?,?
437,'2017/03/27 17:20:13:533',4,0,0,0,0,0,0,0,?,?
438,'2017/03/27 17:20:13:553',4,0,0,0,0,0,0,0,?,?
439,'2017/03/27 17:20:13:570',4,0,0,0,0,0,0,0,?,?
440,'2017/03/27 17:20:13:593',4,0,0,0,0,0,0,0,?,?
441,'2017/03/27 17:20:13:607',4,0,0,0,0,0,0,0,?,?
442,'2017/03/27 17:20:13:630',4,0,0,0,0,0,0,0,?,?
443,'2017/03/27 17:20:13:652',4,0,0,0,0,0,0,0,?,?
444,'2017/03/27 17:20:13:666',4,0,0,0,0,0,0,0,?,?
445,'2017/03/27 17:20:13:698',4,0,0,0,0,0,0,0,?,?
446,'2017/03/27 17:20:13:712',4,0,0,0,0,0,0,0,?,?
447,'2017/03/27 17:20:13:741',4,0,0,0,0,0,0,0,?,?
448,'2017/03/27 17:20:13:749',4,0,0,0,0,0,0,0,?,?
449,'2017/03/27 17:20:13:786',4,0,0,0,0,0,0,0,?,?
450,'2017/03/27 17:20:13:793',4,0,0,0,0,0,0,0,?,?
451,'2017/03/27 17:20:13:809',4,0,0,0,0,0,0,0,?,?
452,'2017/03/27 17:20:13:832',4,0,0,0,0,0,0,0,?,?
453,'2017/03/27 17:20:13:853',4,0,0,0,0,0,0,0,?,?
454,'2017/03/27 17:20:13:870',4,0,0,0,0,0,0,0,?,?
455,'2017/03/27 17:20:13:892',4,0,0,0,0,0,0,0,?,?
456,'2017/03/27 17:20:13:913',4,0,0,0,0,0,0,0,?,?
457,'2017/03/27 17:20:13:930',4,0,0,0,0,0,0,0,?,?
458,'2017/03/27 17:20:13:960',4,0,0,0,0,0,0,0,?,?
459,'2017/03/27 17:20:13:974',4,0,0,0,0,0,0,0,?,?
460,'2017/03/27 17:20:13:989',4,0,0,0,0,0,0,0,?,?
461,'2017/03/27 17:20:14:021',4,0,0,0,0,0,0,0,?,?
462,'2017/03/27 17:20:14:034',4,0,0,0,0,0,0,0,?,?
463,'2017/03/27 17:20:14:049',4,0,0,0,0,0,0,0,?,?
464,'2017/03/27 17:20:14:072',4,0,0,0,0,0,0,0,?,?
465,'2017/03/27 17:20:14:093',4,0,0,0,0,0,0,0,?,?
466,'2017/03/27 17:20:14:109',4,0,0,0,0,0,0,0,?,?
467,'2017/03/27 17:20:14:132',4,0,0,0,0,0,0,0,?,?
468,'2017/03/27 17:20:14:161',4,0,0,0,0,0,0,0,?,?
469,'2017/03/27 17:20:14:169',4,0,0,0,0,0,0,0,?,?
470,'2017/03/27 17:20:14:192',4,0,0,0,0,0,0,0,?,?
471,'2017/03/27 17:20:14:215',4,0,0,0,0,0,0,0,?,?
472,'2017/03/27 17:20:14:231',4,0,0,0,0,0,0,0,?,?
473,'2017/03/27 17:20:14:252',4,0,0,0,0,0,0,0,?,?
474,'2017/03/27 17:20:14:274',4,0,0,0,0,0,0,0,?,?
475,'2017/03/27 17:20:14:297',4,0,0,0,0,0,0,0,?,?
476,'2017/03/27 17:20:14:313',4,0,0,0,0,0,0,0,?,?
477,'2017/03/27 17:20:14:342',4,0,0,0,0,0,0,0,?,?
478,'2017/03/27 17:20:14:349',4,0,0,0,0,0,0,0,?,?
479,'2017/03/27 17:20:23:722',5,0,0,0,0,0,0,0,?,?
480,'2017/03/27 17:20:23:745',5,0,0,0,0,0,0,0,?,?
481,'2017/03/27 17:20:23:760',5,0,0,0,0,0,0,0,?,?
482,'2017/03/27 17:20:23:782',5,0,0,0,0,0,0,0,?,?
483,'2017/03/27 17:20:23:801',5,0,0,0,0,0,0,0,?,?
484,'2017/03/27 17:20:23:820',5,0,0,0,0,0,0,0,?,?
485,'2017/03/27 17:20:23:843',5,0,0,0,0,0,0,0,?,?
486,'2017/03/27 17:20:23:860',5,0,0,0,0,0,0,0,?,?
487,'2017/03/27 17:20:23:880',5,0,0,0,0,0,0,0,?,?
488,'2017/03/27 17:20:23:903',5,0,0,0,0,0,0,0,?,?
489,'2017/03/27 17:20:23:921',5,0,0,0,0,0,0,0,?,?
490,'2017/03/27 17:20:23:941',5,0,0,0,0,0,0,0,?,?
491,'2017/03/27 17:20:23:962',5,0,0,0,0,0,0,0,?,?
492,'2017/03/27 17:20:23:980',5,0,0,0,0,0,0,0,?,?
493,'2017/03/27 17:20:24:000',5,0,0,0,0,0,0,0,?,?
494,'2017/03/27 17:20:24:023',5,0,0,0,0,0,0,0,?,?
495,'2017/03/27 17:20:24:042',5,0,0,0,0,0,0,0,?,?
496,'2017/03/27 17:20:24:060',5,0,0,0,0,0,0,0,?,?
497,'2017/03/27 17:20:24:082',5,0,0,0,0,0,0,0,?,?
498,'2017/03/27 17:20:24:100',5,0,0,0,0,0,0,0,?,?
499,'2017/03/27 17:20:24:121',5,0,0,0,0,0,0,0,?,?
500,'2017/03/27 17:20:24:143',5,0,0,0,0,0,0,0,?,?
501,'2017/03/27 17:20:24:160',5,0,0,0,0,0,0,0,?,?
502,'2017/03/27 17:20:24:180',5,0,0,0,0,0,0,0,?,?
503,'2017/03/27 17:20:24:203',5,0,0,0,0,0,0,0,?,?
504,'2017/03/27 17:20:24:220',5,0,0,0,0,0,0,0,?,?
505,'2017/03/27 17:20:24:242',5,0,0,0,0,0,0,0,?,?
506,'2017/03/27 17:20:24:263',5,0,0,0,0,0,0,0,?,?
507,'2017/03/27 17:20:24:280',5,0,0,0,0,0,0,0,?,?
508,'2017/03/27 17:20:24:301',5,0,0,0,0,0,0,0,?,?
509,'2017/03/27 17:20:24:322',5,0,0,0,0,0,0,0,?,?
510,'2017/03/27 17:20:24:340',5,0,0,0,0,0,0,0,?,?
511,'2017/03/27 17:20:24:362',5,0,0,0,0,0,0,0,?,?
512,'2017/03/27 17:20:24:383',5,0,0,0,0,0,0,0,?,?
513,'2017/03/27 17:20:24:400',5,0,0,0,0,0,0,0,?,?
514,'2017/03/27 17:20:24:422',5,0,0,0,0,0,0,0,?,?
515,'2017/03/27 17:20:24:443',5,0,0,0,0,0,0,0,?,?
516,'2017/03/27 17:20:24:460',5,0,0,0,0,0,0,0,?,?
517,'2017/03/27 17:20:24:481',5,0,0,0,0,0,0,0,?,?
518,'2017/03/27 17:20:24:502',5,0,0,0,0,0,0,0,?,?
519,'2017/03/27 17:20:24:521',5,0,0,0,0,0,0,0,?,?
520,'2017/03/27 17:20:24:541',5,0,0,0,0,0,0,0,?,?
521,'2017/03/27 17:20:24:563',5,0,0,0,0,0,0,0,?,?
522,'2017/03/27 17:20:24:580',5,0,0,0,0,0,0,0,?,?
523,'2017/03/27 17:20:24:603',5,0,0,0,0,0,0,0,?,?
524,'2017/03/27 17:20:24:623',5,0,0,0,0,0,0,0,?,?
525,'2017/03/27 17:20:24:640',5,0,0,0,0,0,0,0,?,?
526,'2017/03/27 17:20:24:663',5,0,0,0,0,0,0,0,?,?
527,'2017/03/27 17:20:24:682',5,0,0,0,0,0,0,0,?,?
528,'2017/03/27 17:20:24:700',5,0,0,0,0,0,0,0,?,?
529,'2017/03/27 17:20:24:723',5,0,0,0,0,0,0,0,?,?
530,'2017/03/27 17:20:24:742',5,0,0,0,0,0,0,0,?,?
531,'2017/03/27 17:20:24:760',5,0,0,0,0,0,0,0,?,?
532,'2017/03/27 17:20:24:782',5,0,0,0,0,0,0,0,?,?
533,'2017/03/27 17:20:24:803',5,0,0,0,0,0,0,0,?,?
534,'2017/03/27 17:20:24:821',5,0,0,0,0,0,0,0,?,?
535,'2017/03/27 17:20:24:843',5,0,0,0,0,0,0,0,?,?
536,'2017/03/27 17:20:24:863',5,0,0,0,0,0,0,0,?,?
537,'2017/03/27 17:20:24:880',5,0,0,0,0,0,0,0,?,?
538,'2017/03/27 17:20:24:903',5,0,0,0,0,0,0,0,?,?
539,'2017/03/27 17:20:24:923',5,0,0,0,0,0,0,0,?,?
540,'2017/03/27 17:20:24:940',5,0,0,0,0,0,0,0,?,?
541,'2017/03/27 17:20:24:963',5,0,0,0,0,0,0,0,?,?
542,'2017/03/27 17:20:24:983',5,0,0,0,0,0,0,0,?,?
543,'2017/03/27 17:20:25:000',5,0,0,0,0,0,0,0,?,?
544,'2017/03/27 17:20:25:024',5,0,0,0,0,0,0,0,?,?
545,'2017/03/27 17:20:25:042',5,0,0,0,0,0,0,0,?,?
546,'2017/03/27 17:20:25:060',5,0,0,0,0,0,0,0,?,?
547,'2017/03/27 17:20:25:083',5,0,0,0,0,0,0,0,?,?
548,'2017/03/27 17:20:25:102',5,0,0,0,0,0,0,0,?,?
549,'2017/03/27 17:20:25:121',5,0,0,0,0,0,0,0,?,?
550,'2017/03/27 17:20:25:143',5,0,0,0,0,0,0,0,?,?
551,'2017/03/27 17:20:25:165',5,0,0,0,0,0,0,0,?,?
552,'2017/03/27 17:20:25:180',5,0,0,0,0,0,0,0,?,?
553,'2017/03/27 17:20:25:203',5,0,0,0,0,0,0,0,?,?
554,'2017/03/27 17:20:25:223',5,0,0,0,0,0,0,0,?,?
555,'2017/03/27 17:20:25:240',5,0,0,0,0,0,0,0,?,?
556,'2017/03/27 17:20:25:263',5,0,0,0,0,0,0,0,?,?
557,'2017/03/27 17:20:25:283',5,0,0,0,0,0,0,0,?,?
558,'2017/03/27 17:20:25:300',5,0,0,0,0,0,0,0,?,?
559,'2017/03/27 17:20:25:322',5,0,0,0,0,0,0,0,?,?
560,'2017/03/27 17:20:25:343',5,0,0,0,0,0,0,0,?,?
561,'2017/03/27 17:20:25:360',5,0,0,0,0,0,0,0,?,?
562,'2017/03/27 17:20:25:383',5,0,0,0,0,0,0,0,?,?
563,'2017/03/27 17:20:25:404',5,0,0,0,0,0,0,0,?,?
564,'2017/03/27 17:20:25:421',5,0,0,0,0,0,0,0,?,?
565,'2017/03/27 17:20:25:442',5,0,0,0,0,0,0,0,?,?
566,'2017/03/27 17:20:25:463',5,0,0,0,0,0,0,0,?,?
567,'2017/03/27 17:20:25:479',5,0,0,0,0,0,0,0,?,?
568,'2017/03/27 17:20:25:502',5,0,0,0,0,0,0,0,?,?
569,'2017/03/27 17:20:25:523',5,0,0,0,0,0,0,0,?,?
570,'2017/03/27 17:20:25:546',5,0,0,0,0,0,0,0,?,?
571,'2017/03/27 17:20:25:562',5,0,0,0,0,0,0,0,?,?
572,'2017/03/27 17:20:25:585',5,0,0,0,0,0,0,0,?,?
573,'2017/03/27 17:20:25:599',5,0,0,0,0,0,0,0,?,?
574,'2017/03/27 17:20:25:622',5,0,0,0,0,0,0,0,?,?
575,'2017/03/27 17:20:25:644',5,0,0,0,0,0,0,0,?,?
576,'2017/03/27 17:20:25:659',5,0,0,0,0,0,0,0,?,?
577,'2017/03/27 17:20:25:682',5,0,0,0,0,0,0,0,?,?
578,'2017/03/27 17:20:25:705',5,0,0,0,0,0,0,0,?,?
579,'2017/03/27 17:20:25:719',5,0,0,0,0,0,0,0,?,?
580,'2017/03/27 17:20:25:742',5,0,0,0,0,0,0,0,?,?
581,'2017/03/27 17:20:25:765',5,0,0,0,0,0,0,0,?,?
582,'2017/03/27 17:20:25:779',5,0,0,0,0,0,0,0,?,?
583,'2017/03/27 17:20:25:802',5,0,0,0,0,0,0,0,?,?
584,'2017/03/27 17:20:25:825',5,0,0,0,0,0,0,0,?,?
585,'2017/03/27 17:20:25:839',5,0,0,0,0,0,0,0,?,?
586,'2017/03/27 17:20:25:862',5,0,0,0,0,0,0,0,?,?
587,'2017/03/27 17:20:25:885',5,0,0,0,0,0,0,0,?,?
588,'2017/03/27 17:20:25:899',5,0,0,0,0,0,0,0,?,?
589,'2017/03/27 17:20:25:922',5,0,0,0,0,0,0,0,?,?
590,'2017/03/27 17:20:25:944',5,0,0,0,0,0,0,0,?,?
591,'2017/03/27 17:20:25:958',5,0,0,0,0,0,0,0,?,?
592,'2017/03/27 17:20:25:982',5,0,0,0,0,0,0,0,?,?
593,'2017/03/27 17:20:26:005',5,0,0,0,0,0,0,0,?,?
594,'2017/03/27 17:20:26:019',5,0,0,0,0,0,0,0,?,?
595,'2017/03/27 17:20:26:042',5,0,0,0,0,0,0,0,?,?
596,'2017/03/27 17:20:26:065',5,0,0,0,0,0,0,0,?,?
597,'2017/03/27 17:20:26:087',5,0,0,0,0,0,0,0,?,?
598,'2017/03/27 17:20:26:102',5,0,0,0,0,0,0,0,?,?
599,'2017/03/27 17:20:26:124',5,0,0,0,0,0,0,0,?,?
600,'2017/03/27 17:20:26:146',5,0,0,0,0,0,0,0,?,?
601,'2017/03/27 17:20:26:162',5,0,0,0,0,0,0,0,?,?
602,'2017/03/27 17:20:26:185',5,0,0,0,0,0,0,0,?,?
603,'2017/03/27 17:20:26:206',5,0,0,0,0,0,0,0,?,?
604,'2017/03/27 17:20:26:222',5,0,0,0,0,0,0,0,?,?
605,'2017/03/27 17:20:26:244',5,0,0,0,0,0,0,0,?,?
606,'2017/03/27 17:20:26:267',5,0,0,0,0,0,0,0,?,?
607,'2017/03/27 17:20:26:282',5,0,0,0,0,0,0,0,?,?
608,'2017/03/27 17:20:26:304',5,0,0,0,0,0,0,0,?,?
609,'2017/03/27 17:20:26:326',5,0,0,0,0,0,0,0,?,?
610,'2017/03/27 17:20:26:342',5,0,0,0,0,0,0,0,?,?
611,'2017/03/27 17:20:26:365',5,0,0,0,0,0,0,0,?,?
612,'2017/03/27 17:20:26:387',5,0,0,0,0,0,0,0,?,?
613,'2017/03/27 17:20:26:402',5,0,0,0,0,0,0,0,?,?
614,'2017/03/27 17:20:26:424',5,0,0,0,0,0,0,0,?,?
615,'2017/03/27 17:20:26:446',5,0,0,0,0,0,0,0,?,?
616,'2017/03/27 17:20:26:462',5,0,0,0,0,0,0,0,?,?
617,'2017/03/27 17:20:26:485',5,0,0,0,0,0,0,0,?,?
618,'2017/03/27 17:20:26:507',5,0,0,0,0,0,0,0,?,?
619,'2017/03/27 17:20:26:522',5,0,0,0,0,0,0,0,?,?
620,'2017/03/27 17:20:26:544',5,0,0,0,0,0,0,0,?,?
621,'2017/03/27 17:20:26:567',5,0,0,0,0,0,0,0,?,?
622,'2017/03/27 17:20:26:582',5,0,0,0,0,0,0,0,?,?
623,'2017/03/27 17:20:26:605',5,0,0,0,0,0,0,0,?,?
624,'2017/03/27 17:20:26:627',5,0,0,0,0,0,0,0,?,?
625,'2017/03/27 17:20:26:641',5,0,0,0,0,0,0,0,?,?
626,'2017/03/27 17:20:26:665',5,0,0,0,0,0,0,0,?,?
627,'2017/03/27 17:20:26:687',5,0,0,0,0,0,0,0,?,?
628,'2017/03/27 17:20:26:701',5,0,0,0,0,0,0,0,?,?
629,'2017/03/27 17:20:26:724',5,0,0,0,0,0,0,0,?,?
630,'2017/03/27 17:20:26:747',5,0,0,0,0,0,0,0,?,?
631,'2017/03/27 17:20:26:761',5,0,0,0,0,0,0,0,?,?
632,'2017/03/27 17:20:26:785',5,0,0,0,0,0,0,0,?,?
633,'2017/03/27 17:20:26:807',5,0,0,0,0,0,0,0,?,?
634,'2017/03/27 17:20:26:821',5,0,0,0,0,0,0,0,?,?
635,'2017/03/27 17:20:26:844',5,0,0,0,0,0,0,0,?,?
636,'2017/03/27 17:20:26:867',5,0,0,0,0,0,0,0,?,?
637,'2017/03/27 17:20:26:882',5,0,0,0,0,0,0,0,?,?
638,'2017/03/27 17:20:26:905',5,0,0,0,0,0,0,0,?,?
639,'2017/03/27 17:20:26:927',5,0,0,0,0,0,0,0,?,?
640,'2017/03/27 17:20:26:941',5,0,0,0,0,0,0,0,?,?
641,'2017/03/27 17:20:26:964',5,0,0,0,0,0,0,0,?,?
642,'2017/03/27 17:20:26:987',5,0,0,0,0,0,0,0,?,?
643,'2017/03/27 17:20:27:008',5,0,0,0,0,0,0,0,?,?
644,'2017/03/27 17:20:27:025',5,0,0,0,0,0,0,0,?,?
645,'2017/03/27 17:20:27:047',5,0,0,0,0,0,0,0,?,?
646,'2017/03/27 17:20:27:069',5,0,0,0,0,0,0,0,?,?
647,'2017/03/27 17:20:27:084',5,0,0,0,0,0,0,0,?,?
648,'2017/03/27 17:20:27:108',5,0,0,0,0,0,0,0,?,?
649,'2017/03/27 17:20:27:128',5,0,0,0,0,0,0,0,?,?
650,'2017/03/27 17:20:27:144',5,0,0,0,0,0,0,0,?,?
651,'2017/03/27 17:20:27:167',5,0,0,0,0,0,0,0,?,?
652,'2017/03/27 17:20:27:188',5,0,0,0,0,0,0,0,?,?
653,'2017/03/27 17:20:27:204',5,0,0,0,0,0,0,0,?,?
654,'2017/03/27 17:20:27:227',5,0,0,0,0,0,0,0,?,?
655,'2017/03/27 17:20:27:249',5,0,0,0,0,0,0,0,?,?
656,'2017/03/27 17:20:27:265',5,0,0,0,0,0,0,0,?,?
657,'2017/03/27 17:20:27:287',5,0,0,0,0,0,0,0,?,?
658,'2017/03/27 17:20:27:309',5,0,0,0,0,0,0,0,?,?
659,'2017/03/27 17:20:27:324',5,0,0,0,0,0,0,0,?,?
660,'2017/03/27 17:20:27:347',5,0,0,0,0,0,0,0,?,?
661,'2017/03/27 17:20:27:368',5,0,0,0,0,0,0,0,?,?
662,'2017/03/27 17:20:27:384',5,0,0,0,0,0,0,0,?,?
663,'2017/03/27 17:20:27:408',5,0,0,0,0,0,0,0,?,?
664,'2017/03/27 17:20:27:428',5,0,0,0,0,0,0,0,?,?
665,'2017/03/27 17:20:27:445',5,0,0,0,0,0,0,0,?,?
666,'2017/03/27 17:20:27:467',5,0,0,0,0,0,0,0,?,?
667,'2017/03/27 17:20:27:489',5,0,0,0,0,0,0,0,?,?
668,'2017/03/27 17:20:27:504',5,0,0,0,0,0,0,0,?,?
669,'2017/03/27 17:20:27:527',5,0,0,0,0,0,0,0,?,?
670,'2017/03/27 17:20:27:550',5,0,0,0,0,0,0,0,?,?
671,'2017/03/27 17:20:27:564',5,0,0,0,0,0,0,0,?,?
672,'2017/03/27 17:20:27:587',5,0,0,0,0,0,0,0,?,?
673,'2017/03/27 17:20:27:610',5,0,0,0,0,0,0,0,?,?
674,'2017/03/27 17:20:27:624',5,0,0,0,0,0,0,0,?,?
675,'2017/03/27 17:20:27:647',5,0,0,0,0,0,0,0,?,?
676,'2017/03/27 17:20:27:670',5,0,0,0,0,0,0,0,?,?
677,'2017/03/27 17:20:27:684',5,0,0,0,0,0,0,0,?,?
678,'2017/03/27 17:20:27:707',5,0,0,0,0,0,0,0,?,?
679,'2017/03/27 17:20:27:729',5,0,0,0,0,0,0,0,?,?
680,'2017/03/27 17:20:27:743',5,0,0,0,0,0,0,0,?,?
681,'2017/03/27 17:20:27:767',5,0,0,0,0,0,0,0,?,?
682,'2017/03/27 17:20:27:789',5,0,0,0,0,0,0,0,?,?
683,'2017/03/27 17:20:27:804',5,0,0,0,0,0,0,0,?,?
684,'2017/03/27 17:20:27:827',5,0,0,0,0,0,0,0,?,?
685,'2017/03/27 17:20:27:849',5,0,0,0,0,0,0,0,?,?
686,'2017/03/27 17:20:27:864',5,0,0,0,0,0,0,0,?,?
687,'2017/03/27 17:20:27:887',5,0,0,0,0,0,0,0,?,?
688,'2017/03/27 17:20:27:910',5,0,0,0,0,0,0,0,?,?
689,'2017/03/27 17:20:27:924',5,0,0,0,0,0,0,0,?,?
690,'2017/03/27 17:20:27:947',5,0,0,0,0,0,0,0,?,?
691,'2017/03/27 17:20:27:970',5,0,0,0,0,0,0,0,?,?
692,'2017/03/27 17:20:27:991',5,0,0,0,0,0,0,0,?,?
693,'2017/03/27 17:20:28:007',5,0,0,0,0,0,0,0,?,?
694,'2017/03/27 17:20:28:030',5,0,0,0,0,0,0,0,?,?
695,'2017/03/27 17:20:28:051',5,0,0,0,0,0,0,0,?,?
696,'2017/03/27 17:20:28:067',5,0,0,0,0,0,0,0,?,?
697,'2017/03/27 17:20:28:090',5,0,0,0,0,0,0,0,?,?
698,'2017/03/27 17:20:28:111',5,0,0,0,0,0,0,0,?,?
699,'2017/03/27 17:20:28:127',5,0,0,0,0,0,0,0,?,?
700,'2017/03/27 17:20:28:149',5,0,0,0,0,0,0,0,?,?
